Impression ID,User ID,Date,News1,Impression_News1,News2,Impression_News2,News3,Impression_News3
77747,U50242,11/11/2019,N13930,0,N55689,1,N23414,0
77763,U16073,11/11/2019,N55204,0,N43502,0,N21707,1
77795,U82729,11/14/2019,N40109,1,N41285,0,N50872,0
77880,U86053,11/9/2019 ,N41881,0,N26319,1,N47267,0
78096,U5349,11/12/2019,N33619,1,N47578,0,N50675,0
78120,U17137,11/12/2019,N6890,0,N33885,0,N20495,1
78164,U63860,11/14/2019,N33828,0,N52867,0,N61233,1
78270,U18906,11/11/2019,N55204,0,N38662,0,N13930,1
78337,U73335,11/10/2019,N44651,0,N61022,0,N49279,1
78533,U21553,11/9/2019 ,N23548,0,N1034,1,N47020,0
78688,U87057,11/9/2019 ,N58051,0,N27845,1,N52000,0
78722,U42361,11/10/2019,N36681,0,N49685,1,N57651,0
78828,U84204,11/10/2019,N61022,0,N44651,0,N49279,1
78843,U2356,11/11/2019,N53585,1,N23414,0,N55689,0
78920,U69732,11/10/2019,N44651,0,N61022,0,N49279,1
79038,U9609,11/13/2019,N47061,1,N27437,0,N45266,0
79039,U26383,11/12/2019,N63970,1,N40839,0,N58363,0
79147,U81890,11/11/2019,N55204,1,N45270,0,N55689,0
79269,U56417,11/14/2019,N20270,0,N47652,1,N50872,0
79287,U60152,11/9/2019 ,N27845,0,N41881,1,N51398,0
79311,U33599,11/11/2019,N52622,0,N35729,0,N55689,1
79388,U56813,11/11/2019,N33144,0,N46029,1,N42597,0
79402,U50571,11/12/2019,N12493,0,N39317,1,N64851,0
79455,U37294,11/10/2019,N21882,0,N49279,1,N61022,0
79542,U9118,11/11/2019,N13930,1,N38662,0,N55204,0
79566,U29652,11/11/2019,N12109,1,N40431,0,N6379,0
79583,U57475,11/13/2019,N13112,0,N53848,1,N51048,0
79930,U62473,11/14/2019,N17310,1,N38779,0,N19661,0
80006,U91579,11/10/2019,N44651,0,N49279,1,N61022,0
80075,U72585,11/12/2019,N63970,0,N64851,0,N58363,1
80172,U58885,11/12/2019,N47020,1,N20495,1,N34579,0
80181,U43255,11/10/2019,N49685,1,N36681,0,N57651,0
80260,U269,11/13/2019,N45266,0,N27314,0,N47061,1
80266,U18268,11/11/2019,N50675,0,N23429,0,N33619,1
80306,U40584,11/10/2019,N64542,0,N49685,1,N62093,0
80501,U6878,11/10/2019,N57651,0,N49685,1,N36681,0
80555,U23188,11/10/2019,N61022,0,N49279,1,N21882,0
80604,U79817,11/10/2019,N28047,0,N49685,1,N29128,0
80671,U5806,11/11/2019,N13930,0,N55204,0,N55689,1
80677,U69508,11/14/2019,N6578,0,N23446,1,N38779,1
80687,U28941,11/11/2019,N23414,1,N16804,0,N42039,0
80691,U26450,11/11/2019,N23414,1,N16804,0,N40431,0
80750,U90871,11/11/2019,N55689,1,N55204,0,N13930,0
80752,U73439,11/10/2019,N49279,0,N44651,0,N36681,1
80758,U58235,11/13/2019,N287,1,N33831,0,N49483,0
80808,U44785,11/10/2019,N57651,0,N49685,1,N36681,0
80825,U80893,11/9/2019 ,N41881,1,N51398,0,N27845,0
80839,U83678,11/9/2019 ,N36752,0,N47020,0,N1034,1
80856,U50031,11/12/2019,N7319,1,N43519,0,N33619,0
80863,U40883,11/11/2019,N33619,1,N23429,0,N50675,0
80890,U26383,11/14/2019,N19661,1,N40109,0,N57032,0
80918,U43232,11/11/2019,N55204,0,N53585,1,N55689,0
80947,U23277,11/9/2019 ,N23548,0,N47020,0,N1034,1
81008,U75458,11/10/2019,N49279,1,N61022,0,N44651,0
81033,U11489,11/11/2019,N35729,0,N55689,1,N52622,0
81094,U89162,11/9/2019 ,N27845,0,N41881,1,N51398,0
81120,U20186,11/9/2019 ,N43370,0,N8913,0,N63583,1
81175,U4014,11/11/2019,N50675,0,N23429,0,N33619,1
81258,U58357,11/11/2019,N46029,0,N54489,1,N42597,0
81271,U52041,11/9/2019 ,N48958,0,N47020,1,N1034,0
81342,U80279,11/14/2019,N23446,0,N38779,1,N40109,0
81345,U51614,11/11/2019,N453,1,N50675,0,N33619,1
81361,U28028,11/9/2019 ,N51398,0,N27845,0,N41881,1
81474,U26458,11/9/2019 ,N23820,1,N47020,0,N32407,0
81583,U52717,11/11/2019,N35729,0,N48759,0,N49685,1
81688,U37489,11/12/2019,N42634,1,N58363,0,N63970,0
81705,U70596,11/10/2019,N49279,1,N21882,0,N61022,0
81799,U40344,11/10/2019,N39471,1,N6926,0,N11830,0
81800,U8311,11/11/2019,N54489,1,N41222,0,N53585,0
81907,U90008,11/10/2019,N18572,0,N40702,0,N49279,1
81959,U68876,11/11/2019,N23414,0,N53585,1,N55689,0
81985,U73866,11/11/2019,N55689,0,N55204,0,N53585,1
81995,U4473,11/12/2019,N41020,0,N49180,0,N33619,1
82040,U33407,11/12/2019,N58171,0,N32691,1,N29128,0
82084,U43768,11/10/2019,N14780,1,N46564,0,N48578,0
82088,U80640,11/9/2019 ,N47020,0,N23548,0,N41881,1
82166,U25262,11/11/2019,N57090,0,N27581,0,N33632,1
82215,U48397,11/10/2019,N36681,0,N49685,1,N57651,0
82216,U34646,11/9/2019 ,N11821,1,N43500,0,N1408,0
82306,U86812,11/11/2019,N45270,1,N55689,1,N55204,0
82359,U81202,11/10/2019,N49279,1,N61022,0,N44651,0
82371,U44207,11/9/2019 ,N52000,1,N60374,0,N58051,0
82378,U71896,11/11/2019,N35729,0,N6693,0,N55689,1
82392,U89079,11/10/2019,N43309,0,N38783,0,N18613,1
82404,U27200,11/13/2019,N4642,0,N56294,0,N56214,1
82438,U64580,11/12/2019,N58363,0,N64851,0,N12493,1
82443,U20995,11/11/2019,N21707,0,N55689,1,N55204,0
82478,U28948,11/11/2019,N55204,0,N55689,0,N23414,1
82511,U4005,11/12/2019,N49180,0,N33619,0,N41020,1
82553,U44479,11/10/2019,N44651,0,N61022,0,N49279,1
82558,U12523,11/9/2019 ,N51398,0,N41881,1,N27845,0
82560,U76511,11/9/2019 ,N41881,0,N51398,1,N27845,0
82637,U29098,11/10/2019,N61022,0,N21882,0,N49279,1
82656,U76707,11/11/2019,N27581,0,N57090,0,N33632,1
82729,U21527,11/9/2019 ,N41881,1,N47020,0,N51398,0
82732,U31828,11/10/2019,N49279,1,N44651,0,N36681,0
82814,U74591,11/9/2019 ,N47020,0,N1034,1,N23548,0
82819,U41597,11/10/2019,N44651,0,N49279,1,N36681,0
82886,U39338,11/11/2019,N55204,0,N23414,1,N13930,0
82933,U89845,11/11/2019,N13930,0,N55204,0,N23414,1
82935,U90912,11/11/2019,N55689,0,N23414,0,N53585,1
82942,U56184,11/9/2019 ,N23548,0,N41881,1,N47020,0
82992,U57593,11/11/2019,N53585,1,N23414,0,N55689,0
83093,U83617,11/11/2019,N13930,1,N55689,1,N23414,0
83122,U87009,11/11/2019,N54489,0,N41222,0,N53585,1
83124,U89286,11/11/2019,N13930,1,N38662,0,N55204,0
83127,U79549,11/11/2019,N43748,1,N64397,0,N57385,0
83192,U11027,11/11/2019,N55689,0,N53585,1,N55204,0
83202,U55333,11/13/2019,N39010,0,N49483,0,N287,1
83214,U16852,11/12/2019,N33619,1,N41020,0,N7319,0
83232,U72276,11/10/2019,N61022,0,N49279,1,N44651,0
83264,U86597,11/11/2019,N23429,1,N50675,0,N33619,0
83307,U15326,11/11/2019,N53585,1,N23414,0,N55689,0
83373,U40432,11/9/2019 ,N27845,0,N41881,1,N51398,0
83396,U60264,11/11/2019,N50675,0,N23429,0,N33619,1
83481,U44079,11/13/2019,N287,0,N39010,1,N51048,0
83495,U56458,11/11/2019,N55689,0,N23414,1,N53585,0
83504,U7407,11/10/2019,N61022,0,N21882,0,N49279,1
83507,U46315,11/11/2019,N13930,0,N55689,0,N53585,1
83534,U14262,11/10/2019,N61022,0,N44651,0,N49279,1
83548,U36525,11/9/2019 ,N47020,0,N41881,1,N51398,0
83648,U69741,11/11/2019,N13930,0,N53585,1,N55689,0
83757,U6339,11/10/2019,N49279,1,N36681,0,N44651,0
83759,U72572,11/11/2019,N55689,1,N45270,0,N55204,0
83810,U41594,11/14/2019,N41934,0,N56211,0,N61740,1
83839,U29376,11/9/2019 ,N47020,0,N23548,0,N41881,1
83861,U36543,11/12/2019,N50675,0,N33619,1,N47578,0
83999,U26637,11/10/2019,N64542,0,N28047,0,N49685,1
84061,U72061,11/10/2019,N44651,0,N49279,1,N61022,0
84075,U31728,11/14/2019,N50872,0,N52867,1,N23129,0
84198,U83176,11/11/2019,N55689,0,N53585,1,N55204,0
84205,U11474,11/11/2019,N53585,1,N13930,0,N55204,0
84257,U87994,11/11/2019,N40431,0,N23414,0,N17011,1
84328,U14,11/11/2019,N45270,0,N55204,0,N55689,1
84491,U47094,11/14/2019,N57032,0,N40109,1,N19661,0
84501,U28932,11/9/2019 ,N51398,0,N27845,0,N41881,1
84527,U60116,11/12/2019,N47578,0,N33619,1,N50675,0
84539,U29222,11/12/2019,N40839,0,N58363,0,N63970,1
84549,U16620,11/11/2019,N33619,0,N23429,1,N50675,0
84553,U25560,11/10/2019,N36681,0,N49685,1,N57651,0
84560,U27804,11/11/2019,N54489,0,N23414,1,N61623,0
84672,U17338,11/10/2019,N61022,0,N44651,0,N49279,1
84733,U11574,11/10/2019,N21882,0,N61022,0,N49279,1
84735,U16236,11/9/2019 ,N47020,0,N1034,0,N65185,1
84737,U65397,11/10/2019,N49685,1,N36681,0,N57651,0
84773,U85634,11/12/2019,N63970,1,N40839,0,N58363,0
84813,U49038,11/9/2019 ,N47020,0,N1034,1,N36752,0
84907,U72609,11/11/2019,N23414,0,N53585,1,N55689,0
84941,U20582,11/10/2019,N57651,0,N36681,0,N49685,1
84942,U22783,11/11/2019,N55689,0,N53585,1,N23414,0
85064,U69036,11/11/2019,N23414,1,N55689,0,N13930,0
85066,U45178,11/11/2019,N53585,1,N55689,0,N55204,0
85085,U25167,11/9/2019 ,N47020,0,N65185,1,N1034,0
85114,U32042,11/10/2019,N13369,0,N28282,0,N59161,1
85135,U81422,11/10/2019,N36681,0,N49685,1,N57651,0
85163,U57047,11/13/2019,N39010,1,N47061,0,N51048,0
85210,U67276,11/11/2019,N36789,0,N50675,0,N33619,1
85280,U84513,11/10/2019,N36681,0,N49685,1,N57651,0
85315,U58296,11/13/2019,N51048,0,N56214,0,N4642,1
85317,U19326,11/10/2019,N49279,1,N61022,0,N44651,0
85399,U3540,11/11/2019,N55689,0,N23414,1,N53585,0
85446,U8162,11/11/2019,N50675,0,N23429,1,N33619,0
85484,U84755,11/12/2019,N52122,1,N7319,0,N41020,0
85501,U60318,11/10/2019,N49279,1,N61022,0,N44651,0
85573,U74153,11/10/2019,N57651,0,N49685,1,N36681,0
85616,U81703,11/9/2019 ,N47020,0,N1034,1,N23548,0
85632,U46179,11/11/2019,N26376,0,N54489,0,N26220,1
85694,U8180,11/12/2019,N7319,0,N62360,0,N52122,1
85723,U66692,11/11/2019,N23414,1,N46029,0,N54489,0
85750,U69655,11/10/2019,N36681,0,N49685,1,N57651,0
85823,U113,11/11/2019,N25979,0,N24171,1,N16804,0
85854,U30583,11/10/2019,N41224,0,N36681,0,N49685,1
85871,U2451,11/11/2019,N13930,0,N55204,0,N23414,1
85980,U70930,11/12/2019,N63970,0,N64851,0,N58363,1
86017,U82451,11/11/2019,N36789,1,N54489,0,N16920,0
86053,U65459,11/10/2019,N49685,1,N57651,0,N36681,0
86101,U57743,11/11/2019,N46029,0,N54489,0,N23414,1
86145,U10048,11/10/2019,N28047,0,N49685,1,N64542,0
86190,U11004,11/9/2019 ,N41881,1,N27845,0,N51398,0
86198,U81613,11/11/2019,N49685,0,N33632,1,N57090,0
86239,U11379,11/9/2019 ,N51398,0,N41881,1,N47020,0
86442,U73604,11/14/2019,N61233,0,N60750,1,N46917,0
86459,U69579,11/10/2019,N49279,1,N36681,0,N44651,0
86464,U76955,11/10/2019,N49279,1,N44651,0,N61022,0
86566,U70134,11/10/2019,N21882,0,N49279,1,N61022,0
86623,U12606,11/9/2019 ,N27845,0,N41881,1,N51398,0
86682,U46446,11/10/2019,N44651,0,N61022,0,N49279,1
86687,U58045,11/9/2019 ,N41881,1,N51398,0,N27845,0
86758,U16107,11/10/2019,N49685,1,N57651,0,N36681,0
86774,U46410,11/9/2019 ,N27845,1,N41881,0,N41178,0
86866,U78741,11/11/2019,N42961,0,N6099,1,N59436,0
86912,U2539,11/10/2019,N61022,0,N44651,0,N49279,1
86939,U75055,11/11/2019,N45270,0,N21707,1,N55204,0
86950,U39701,11/10/2019,N61022,0,N44651,0,N49279,1
86953,U34722,11/9/2019 ,N47020,0,N23548,0,N1034,1
87043,U61699,11/11/2019,N59981,0,N35729,1,N42961,0
87045,U24430,11/11/2019,N55689,0,N53585,1,N45270,0
87068,U87811,11/13/2019,N287,1,N27437,0,N47061,0
87120,U58631,11/10/2019,N49279,1,N61022,0,N44651,0
87188,U40985,11/13/2019,N39774,0,N35273,0,N4642,1
87216,U7556,11/12/2019,N49200,0,N64851,1,N12493,0
87260,U49667,11/9/2019 ,N41178,0,N41881,1,N27845,0
87295,U7388,11/9/2019 ,N51398,0,N27845,0,N41881,1
87350,U36818,11/10/2019,N49685,0,N36681,0,N26952,1
87399,U1494,11/10/2019,N61022,0,N44651,0,N49279,1
87465,U27619,11/14/2019,N50601,1,N3167,0,N61296,0
87475,U31059,11/11/2019,N21707,1,N52622,0,N59981,0
87507,U56153,11/11/2019,N36789,0,N50675,0,N33619,1
87524,U45184,11/10/2019,N21882,0,N61022,0,N49279,1
87534,U54712,11/10/2019,N36681,0,N57651,0,N49685,1
87551,U23329,11/11/2019,N23429,0,N50675,0,N33619,1
87575,U43028,11/10/2019,N36681,0,N49685,1,N57651,0
87632,U77075,11/14/2019,N61233,1,N14478,0,N52424,0
87697,U29188,11/12/2019,N58363,0,N27560,0,N63970,1
87762,U72237,11/12/2019,N33619,1,N49180,0,N50675,0
87769,U44131,11/10/2019,N49685,1,N36681,0,N57651,0
87789,U10640,11/11/2019,N53585,1,N55689,0,N55204,0
87822,U4298,11/12/2019,N50675,0,N453,0,N33619,1
87832,U60700,11/10/2019,N49279,1,N44651,0,N61022,0
87858,U12819,11/10/2019,N57651,0,N49685,1,N36681,0
87920,U3681,11/11/2019,N55689,1,N45270,0,N55204,0
87928,U48504,11/11/2019,N53585,0,N55689,0,N23414,1
87961,U71662,11/11/2019,N51241,0,N154,0,N23414,1
87982,U24710,11/11/2019,N55204,0,N38662,0,N55689,1
88001,U46049,11/10/2019,N49279,1,N44651,0,N61022,0
88053,U300,11/14/2019,N38779,1,N23446,0,N40109,0
88054,U90615,11/10/2019,N44651,0,N61022,0,N49279,1
88088,U38369,11/11/2019,N55689,0,N52622,1,N3697,0
88114,U74859,11/14/2019,N50872,0,N40109,1,N496,0
88116,U38962,11/12/2019,N7319,0,N50675,0,N33619,1
88122,U53950,11/12/2019,N7319,0,N63970,1,N20069,0
88256,U88999,11/10/2019,N21882,0,N61022,0,N49279,1
88268,U41037,11/10/2019,N49685,1,N36681,0,N57651,0
88287,U44866,11/11/2019,N64787,0,N21882,1,N26043,0
88322,U16595,11/10/2019,N44651,0,N61022,0,N49279,1
88355,U41601,11/12/2019,N52122,1,N7319,0,N49180,0
88375,U1036,11/11/2019,N23429,0,N33619,1,N50675,0
88430,U20057,11/11/2019,N55204,0,N55689,0,N53585,1
88451,U34706,11/13/2019,N4642,0,N47748,1,N10960,0
88453,U13479,11/11/2019,N23414,1,N54489,0,N46029,0
88512,U40861,11/13/2019,N4642,1,N36624,0,N56214,0
88556,U85238,11/11/2019,N13930,1,N43502,0,N30998,0
88623,U74975,11/10/2019,N44651,0,N61022,0,N49279,1
88655,U76506,11/10/2019,N49279,0,N44651,1,N61022,0
88782,U64846,11/11/2019,N53585,1,N55689,0,N55204,0
88810,U90373,11/14/2019,N50872,0,N23446,1,N40109,0
88823,U21004,11/9/2019 ,N1034,0,N47020,0,N65185,1
88831,U8370,11/9/2019 ,N52656,0,N57943,0,N63583,1
88875,U35520,11/10/2019,N61022,1,N56051,0,N64916,0
88930,U80923,11/10/2019,N21882,0,N61022,0,N49279,1
88949,U66714,11/10/2019,N36681,0,N49685,1,N57651,0
89024,U84046,11/11/2019,N35729,1,N49685,0,N48759,0
89027,U73976,11/10/2019,N57651,0,N49685,1,N36681,0
89089,U78746,11/11/2019,N55689,0,N13930,0,N53585,1
89121,U78334,11/13/2019,N4642,0,N47748,1,N39774,0
89158,U92622,11/11/2019,N23429,0,N33619,1,N50675,0
89161,U74007,11/12/2019,N41020,0,N49180,0,N33619,1
89225,U67762,11/10/2019,N49685,1,N57651,0,N36681,0
89304,U76121,11/13/2019,N19592,1,N56214,0,N4642,0
89334,U39277,11/10/2019,N49279,1,N61022,0,N44651,0
89437,U72498,11/11/2019,N54489,0,N46029,0,N23414,1
89478,U28214,11/9/2019 ,N47020,0,N41881,1,N23548,0
89479,U54083,11/10/2019,N44651,0,N61022,0,N49279,1
89550,U40376,11/10/2019,N49279,0,N44651,1,N36681,0
89717,U72266,11/9/2019 ,N1034,0,N65185,1,N47020,0
89735,U10715,11/10/2019,N49279,1,N61022,0,N44651,0
89792,U5852,11/14/2019,N38779,0,N23446,0,N6578,1
89872,U36692,11/9/2019 ,N1034,1,N47020,0,N23548,0
89878,U12463,11/9/2019 ,N13580,1,N47020,0,N12579,0
89900,U85409,11/9/2019 ,N27845,0,N51398,0,N41881,1
89928,U92699,11/11/2019,N42961,0,N35729,0,N55689,1
89937,U77479,11/11/2019,N55689,0,N53585,0,N23414,1
89993,U61210,11/12/2019,N49180,0,N41020,1,N33619,0
90053,U1614,11/11/2019,N23429,0,N33619,1,N50675,0
90076,U68937,11/10/2019,N62093,0,N49685,1,N64542,0
90095,U22092,11/13/2019,N25295,1,N4642,0,N56214,0
90098,U44230,11/11/2019,N42597,1,N46029,0,N54489,0
90140,U39881,11/10/2019,N61022,0,N49279,1,N44651,0
90201,U52413,11/13/2019,N3031,0,N56214,0,N42457,1
90282,U93379,11/11/2019,N55689,0,N55204,0,N53585,1
90327,U51500,11/11/2019,N53585,1,N13930,0,N55689,0
90446,U83199,11/10/2019,N48759,1,N49685,0,N42614,0
90479,U54021,11/9/2019 ,N41881,1,N27845,0,N25467,0
90550,U28401,11/9/2019 ,N47020,0,N23548,0,N1034,1
90599,U73846,11/10/2019,N44651,0,N49279,1,N61022,0
90605,U2703,11/10/2019,N49279,1,N21882,0,N61022,0
90640,U61459,11/11/2019,N13930,0,N53585,1,N55689,0
90693,U38080,11/11/2019,N55689,0,N13930,0,N23414,1
90746,U24906,11/11/2019,N55204,0,N13930,0,N55689,1
90771,U65585,11/9/2019 ,N1034,1,N47020,0,N36752,0
90774,U53537,11/11/2019,N55204,0,N55689,0,N53585,1
90780,U73752,11/9/2019 ,N27845,0,N51398,0,N41881,1
90822,U25673,11/10/2019,N44651,0,N49279,1,N61022,0
90858,U32146,11/10/2019,N49685,1,N36681,0,N26952,0
90984,U75451,11/11/2019,N23414,1,N55689,0,N13930,0
90999,U15574,11/14/2019,N14478,1,N61233,0,N52424,0
91037,U33318,11/11/2019,N13930,1,N38662,0,N55204,0
91104,U17420,11/10/2019,N36681,0,N44651,0,N49279,1
91117,U20995,11/11/2019,N21707,0,N53585,1,N55204,0
91178,U30351,11/11/2019,N27473,1,N42039,0,N45616,0
91179,U58275,11/11/2019,N54489,0,N46029,0,N23414,1
91223,U16354,11/9/2019 ,N51398,0,N51378,0,N41881,1
91329,U11342,11/11/2019,N53585,0,N55689,0,N23414,1
91476,U88698,11/14/2019,N57032,0,N1228,0,N19661,1
91487,U92564,11/9/2019 ,N1034,1,N47020,0,N23548,0
91533,U77108,11/11/2019,N27581,0,N35729,0,N49685,1
91553,U19827,11/11/2019,N55204,0,N13930,1,N38662,0
91567,U28932,11/9/2019 ,N41881,1,N27845,0,N51398,0
91598,U425,11/11/2019,N23429,0,N56243,1,N2823,0
91658,U30957,11/11/2019,N53585,1,N55204,0,N55689,0
91681,U93494,11/10/2019,N61022,1,N44651,0,N59390,0
91711,U3780,11/13/2019,N287,1,N23184,0,N39010,0
91811,U77792,11/12/2019,N50675,0,N20079,0,N33619,1
91862,U77427,11/9/2019 ,N19911,1,N38783,0,N47020,0
91903,U33114,11/10/2019,N52203,0,N15931,0,N35729,1
91921,U58045,11/11/2019,N23414,0,N53585,0,N55689,1
91926,U14749,11/9/2019 ,N51398,0,N41881,1,N47020,0
92000,U54534,11/11/2019,N55689,0,N53585,1,N55204,0
92043,U3945,11/14/2019,N50872,0,N40109,1,N23446,0
92102,U88696,11/11/2019,N59981,0,N35729,0,N55689,1
92211,U83040,11/12/2019,N64851,0,N58363,1,N40839,0
92250,U38337,11/11/2019,N54489,0,N36789,1,N16920,0
92297,U58338,11/14/2019,N46917,1,N61233,0,N56211,0
92344,U39032,11/11/2019,N50675,0,N453,0,N33619,1
92363,U36412,11/12/2019,N63970,0,N42634,0,N40839,1
92440,U25188,11/10/2019,N49685,0,N57651,1,N36681,0
92523,U40854,11/11/2019,N55689,0,N55204,0,N53585,1
92530,U44860,11/10/2019,N36681,0,N57651,0,N49685,1
92632,U50257,11/12/2019,N63970,0,N58363,1,N64851,0
92663,U25608,11/13/2019,N63106,0,N39010,0,N287,1
92680,U43652,11/11/2019,N13930,0,N55689,1,N53585,0
92718,U56686,11/10/2019,N61022,0,N21882,0,N49279,1
92907,U39425,11/13/2019,N25295,1,N49483,0,N51048,0
92915,U14836,11/12/2019,N7821,0,N33885,1,N12029,0
92944,U67114,11/12/2019,N50675,0,N33619,1,N453,0
92958,U47670,11/14/2019,N45734,1,N23535,0,N50872,0
93025,U80896,11/12/2019,N27560,0,N40839,0,N63970,1
93039,U74255,11/11/2019,N55204,0,N53585,1,N6379,0
93068,U47682,11/11/2019,N55689,1,N45270,0,N55204,0
93069,U81372,11/11/2019,N35729,1,N21707,0,N59981,0
93191,U80798,11/11/2019,N31273,0,N35729,1,N49685,0
93259,U68363,11/9/2019 ,N47020,0,N36752,0,N1034,1
93282,U75058,11/12/2019,N11138,0,N64851,1,N58363,0
93302,U35763,11/12/2019,N52122,0,N7319,0,N63970,1
93321,U62654,11/12/2019,N47578,0,N33619,1,N50675,0
93375,U28055,11/11/2019,N55689,1,N45270,0,N55204,0
93380,U72927,11/12/2019,N14184,0,N50675,0,N33619,1
93385,U31470,11/10/2019,N36681,0,N49685,1,N57651,0
93388,U87792,11/11/2019,N23414,1,N13930,0,N55689,0
93398,U43990,11/14/2019,N61233,1,N61740,0,N41934,0
93502,U64976,11/13/2019,N48705,0,N56214,0,N51048,1
93525,U36852,11/10/2019,N44651,0,N36681,0,N49279,1
93544,U42294,11/12/2019,N50675,0,N33619,1,N49180,0
93553,U72664,11/12/2019,N50675,0,N20079,0,N33619,1
93582,U67171,11/10/2019,N49279,1,N61022,0,N44651,0
93591,U85542,11/9/2019 ,N27845,0,N51398,0,N41881,1
93612,U56592,11/9/2019 ,N8929,0,N51398,1,N47020,0
93684,U72209,11/13/2019,N56214,1,N4642,0,N21138,0
93702,U15317,11/14/2019,N5695,0,N50872,0,N6578,1
93726,U70383,11/9/2019 ,N41881,1,N27845,0,N51398,0
93738,U40731,11/10/2019,N49279,1,N61022,0,N21882,0
93787,U31571,11/13/2019,N56214,1,N64252,0,N4642,0
93807,U29900,11/11/2019,N13930,0,N23414,1,N55689,0
93856,U5649,11/10/2019,N44651,0,N36681,0,N49279,1
93895,U50763,11/11/2019,N23414,1,N55689,0,N13930,0
93932,U38292,11/9/2019 ,N1034,1,N47020,0,N36752,0
94032,U44489,11/11/2019,N55204,0,N13930,0,N55689,1
94093,U27259,11/10/2019,N44651,0,N61022,0,N49279,1
94154,U63375,11/12/2019,N33619,1,N47578,0,N50675,0
94195,U93773,11/11/2019,N21707,0,N59981,0,N53585,1
94223,U23208,11/10/2019,N21882,0,N49279,1,N61022,0
94283,U34184,11/10/2019,N4148,0,N37394,1,N39471,0
94284,U6832,11/10/2019,N57651,0,N36681,0,N49685,1
94287,U49002,11/11/2019,N55204,0,N6099,0,N53585,1
94289,U73792,11/13/2019,N49483,0,N39010,0,N287,1
94328,U4535,11/14/2019,N56777,0,N36689,0,N19661,1
94400,U67762,11/11/2019,N62729,1,N49685,0,N12042,0
94423,U89669,11/13/2019,N26025,0,N33501,1,N51048,0
94453,U8346,11/11/2019,N43432,0,N48759,1,N48606,0
94574,U50607,11/14/2019,N56211,0,N41934,0,N61233,1
94603,U77335,11/10/2019,N49279,1,N44651,0,N61022,0
94747,U42925,11/12/2019,N64851,1,N27601,0,N5146,0
94858,U20540,11/13/2019,N26025,0,N287,0,N39010,1
94887,U14951,11/10/2019,N49279,1,N44651,0,N61022,0
94942,U12658,11/12/2019,N7319,1,N62360,0,N24111,0
95052,U66039,11/9/2019 ,N27845,0,N51398,0,N41881,1
95061,U43674,11/10/2019,N49279,1,N61022,0,N44651,0
95157,U65184,11/10/2019,N49279,1,N61022,0,N21882,0
95166,U14447,11/14/2019,N23446,1,N38779,0,N50872,0
95193,U24851,11/14/2019,N8015,0,N50872,0,N64174,1
95361,U85594,11/10/2019,N36681,0,N57651,0,N49685,1
95416,U73565,11/11/2019,N54489,0,N8191,0,N46526,1
95429,U4955,11/9/2019 ,N35622,0,N37190,0,N55645,1
95435,U68189,11/12/2019,N58363,1,N39317,0,N63970,0
95542,U32438,11/12/2019,N58363,1,N64851,0,N63970,0
95560,U23586,11/11/2019,N23414,0,N55689,0,N53585,1
95593,U15210,11/10/2019,N44651,0,N49279,1,N61022,0
95675,U46327,11/11/2019,N45076,0,N33632,1,N35729,0
95790,U25224,11/10/2019,N49279,1,N61022,0,N44651,0
95817,U55627,11/10/2019,N57651,0,N49685,1,N36681,0
95830,U4311,11/10/2019,N56051,0,N1034,0,N64916,1
95865,U70159,11/10/2019,N61022,0,N44651,0,N49279,1
95952,U54988,11/11/2019,N55689,1,N53585,0,N23414,0
96035,U39338,11/9/2019 ,N1034,1,N47020,0,N23548,0
96060,U25232,11/10/2019,N49279,1,N61022,0,N44651,0
96106,U81852,11/11/2019,N28047,0,N48606,0,N48759,1
96178,U15322,11/10/2019,N44651,0,N49279,1,N61022,0
96218,U33321,11/12/2019,N62360,0,N20069,0,N63970,1
96225,U35297,11/14/2019,N61233,1,N52424,0,N33828,0
96243,U56034,11/10/2019,N44651,0,N61022,0,N49279,1
96312,U60262,11/11/2019,N52622,0,N53585,1,N21707,0
96367,U93817,11/11/2019,N27581,0,N35729,1,N42961,0
96369,U88494,11/10/2019,N57651,0,N49685,1,N36681,0
96373,U83792,11/12/2019,N261,1,N27560,0,N17059,0
96457,U87765,11/10/2019,N36681,0,N57651,0,N49685,1
96480,U67837,11/10/2019,N36681,0,N57651,0,N49685,1
96567,U88734,11/11/2019,N53585,1,N24686,0,N6099,0
96575,U47967,11/9/2019 ,N45190,0,N7128,1,N47020,0
96614,U75513,11/9/2019 ,N26179,0,N47020,0,N19911,1
96615,U17849,11/13/2019,N4642,0,N14029,1,N51287,0
96622,U60729,11/9/2019 ,N23548,0,N47020,0,N41881,1
96692,U45453,11/11/2019,N55204,1,N55689,1,N13930,0
96752,U64661,11/11/2019,N45616,0,N23414,1,N3541,0
96833,U78031,11/11/2019,N46526,0,N53585,0,N54489,1
96896,U53995,11/10/2019,N36681,0,N57651,0,N49685,1
96922,U40478,11/10/2019,N57651,0,N49685,1,N36681,0
96936,U44146,11/11/2019,N33619,1,N36789,0,N16920,0
96954,U31512,11/14/2019,N56777,1,N50872,0,N496,0
96981,U33421,11/10/2019,N44651,0,N61022,0,N49279,1
97004,U10915,11/12/2019,N62360,0,N52122,1,N41020,0
97022,U32240,11/11/2019,N58499,0,N60872,1,N31370,0
97070,U58746,11/13/2019,N64252,0,N4642,1,N51048,0
